time,open,high,low,close,volume
2022-05-03 22:00:00,2787.22000000,2800.44000000,2775.02000000,2781.70000000,22926.18510000
2022-05-04 00:00:00,2781.70000000,2797.55000000,2771.74000000,2788.50000000,21116.92170000
2022-05-04 02:00:00,2788.51000000,2810.58000000,2787.50000000,2798.04000000,17059.34970000
2022-05-04 04:00:00,2798.04000000,2813.81000000,2789.04000000,2793.54000000,15785.76140000
2022-05-04 06:00:00,2793.54000000,2833.70000000,2793.09000000,2829.42000000,35201.58710000
2022-05-04 08:00:00,2829.42000000,2848.00000000,2827.15000000,2832.73000000,47351.57090000
2022-05-04 10:00:00,2832.72000000,2888.75000000,2830.14000000,2870.54000000,58832.03890000
2022-05-04 12:00:00,2870.53000000,2883.72000000,2834.77000000,2837.08000000,48674.74330000
2022-05-04 14:00:00,2837.09000000,2852.00000000,2826.13000000,2844.26000000,36338.06500000
2022-05-04 16:00:00,2844.27000000,2874.44000000,2835.46000000,2852.27000000,46100.08970000
2022-05-04 18:00:00,2852.27000000,2965.85000000,2826.67000000,2955.71000000,157333.70730000
2022-05-04 20:00:00,2955.70000000,2958.61000000,2933.31000000,2935.35000000,29348.05350000
2022-05-04 22:00:00,2935.35000000,2945.00000000,2921.20000000,2940.64000000,35596.17830000
2022-05-05 00:00:00,2940.65000000,2954.65000000,2937.57000000,2940.86000000,25078.09870000
2022-05-05 02:00:00,2940.86000000,2952.44000000,2937.21000000,2941.60000000,18404.18010000
2022-05-05 04:00:00,2941.59000000,2951.63000000,2927.54000000,2931.61000000,17492.19330000
2022-05-05 06:00:00,2931.61000000,2939.98000000,2925.00000000,2934.06000000,16896.62780000
2022-05-05 08:00:00,2934.06000000,2936.77000000,2916.48000000,2923.80000000,24335.48220000
2022-05-05 10:00:00,2923.81000000,2938.78000000,2921.60000000,2925.67000000,20444.04720000
2022-05-05 12:00:00,2925.67000000,2935.00000000,2891.68000000,2894.21000000,46893.78060000
2022-05-05 14:00:00,2894.22000000,2904.00000000,2728.41000000,2742.85000000,213378.34410000
2022-05-05 16:00:00,2742.85000000,2771.96000000,2728.72000000,2743.04000000,96239.23670000
2022-05-05 18:00:00,2743.03000000,2752.94000000,2683.00000000,2729.12000000,162110.21570000
2022-05-05 20:00:00,2729.12000000,2756.51000000,2714.08000000,2738.21000000,59533.78200000
2022-05-05 22:00:00,2738.22000000,2753.02000000,2732.99000000,2747.97000000,34039.33100000
2022-05-06 00:00:00,2747.96000000,2751.78000000,2724.00000000,2739.15000000,36908.53890000
2022-05-06 02:00:00,2739.15000000,2758.18000000,2738.94000000,2746.39000000,24583.00680000
2022-05-06 04:00:00,2746.38000000,2752.25000000,2734.07000000,2751.63000000,20261.36860000
2022-05-06 06:00:00,2751.63000000,2755.91000000,2694.09000000,2730.20000000,45858.21800000
2022-05-06 08:00:00,2730.21000000,2744.88000000,2717.05000000,2732.69000000,33319.52660000
2022-05-06 10:00:00,2732.68000000,2735.34000000,2660.20000000,2676.04000000,77966.89840000
2022-05-06 12:00:00,2676.04000000,2724.00000000,2632.95000000,2664.64000000,140355.22840000
2022-05-06 14:00:00,2664.64000000,2727.47000000,2649.52000000,2688.25000000,159362.80610000
2022-05-06 16:00:00,2688.15000000,2713.54000000,2679.73000000,2685.24000000,85198.69160000
2022-05-06 18:00:00,2685.24000000,2702.92000000,2669.58000000,2689.31000000,48854.07580000
2022-05-06 20:00:00,2689.30000000,2708.00000000,2674.33000000,2689.24000000,20184.17950000
2022-05-06 22:00:00,2689.02000000,2707.34000000,2685.14000000,2692.85000000,18596.78470000
2022-05-07 00:00:00,2692.86000000,2698.27000000,2677.43000000,2687.85000000,17286.28170000
2022-05-07 02:00:00,2687.85000000,2688.58000000,2665.05000000,2669.42000000,17083.19860000
